,erhvervsindkomst,formueindkomst,anden_personlig_indkomst,muni_code,year
3539,86085,4587,2356,810,1991
3540,88787,4275,2172,810,1992
3541,89068,4467,2307,810,1993
3542,96070,4148,988,810,1994
3543,102234,4099,1231,810,1995
3544,108542,3965,715,810,1996
3545,115675,4730,1369,810,1997
3546,119231,4467,1846,810,1998
3547,123528,5141,1411,810,1999
3548,131185,7199,1037,810,2000
3549,137910,5853,1169,810,2001
3550,138051,5644,1858,810,2002
3551,138132,5059,2145,810,2003
3552,144738,4624,1969,810,2004
3553,152183,6649,1790,810,2005
3554,161535,8802,1805,810,2006
3555,168888,10437,1825,810,2007
3556,165128,7960,2345,810,2008
3557,164417,5165,1762,810,2009
3558,169610,5329,1815,810,2010
3559,173797,5285,1946,810,2011
3560,179128,6756,1424,810,2012
3561,182566,6670,1188,810,2013
3562,183204,5892,1376,810,2014
3563,184740,7850,1626,810,2015
3564,187844,17922,1505,810,2016
3565,197157,7228,1629,810,2017
3566,199097,6298,1833,810,2018
3567,209623,7472,1819,810,2019
3568,217806,14016,2625,810,2020
3569,233513,8871,2196,810,2021
3570,86563,3260,5552,813,1987
3571,90232,3491,5729,813,1988
3572,90505,3589,6463,813,1989
3573,92741,4269,6987,813,1990
3574,95092,3950,3866,813,1991
3575,97111,4289,4232,813,1992
3576,96147,3986,4679,813,1993
3577,103252,3615,1786,813,1994
3578,108326,3687,1990,813,1995
3579,113181,3528,1427,813,1996
3580,120067,4054,2147,813,1997
3581,122857,4573,3160,813,1998
3582,125872,4723,2791,813,1999
3583,127658,5495,2387,813,2000
3584,134606,5973,2425,813,2001
3585,138542,5563,3348,813,2002
3586,138943,5485,3297,813,2003
3587,143674,4873,3006,813,2004
3588,147716,7226,2974,813,2005
3589,160227,9741,2943,813,2006
3590,165067,10463,3057,813,2007
3591,168198,7286,3223,813,2008
3592,161676,6582,2696,813,2009
3593,164469,6114,2641,813,2010
3594,167137,5156,3049,813,2011
3595,171909,9843,1528,813,2012
3596,174196,7322,1485,813,2013
3597,172999,8145,1600,813,2014
3598,175154,9075,1954,813,2015
3599,176862,8961,1918,813,2016
3600,181273,9672,1918,813,2017
3601,183912,9250,1919,813,2018
3602,191296,8738,1999,813,2019
3603,197618,10659,2938,813,2020
3604,206360,11305,2405,813,2021
3605,75518,4416,3753,820,1987
3606,79998,4837,4194,820,1988
3607,82161,4887,4420,820,1989
3608,83315,5205,4535,820,1990
3609,86032,5196,2256,820,1991
3610,88499,5044,2886,820,1992
3611,89361,4980,2258,820,1993
3612,99327,4413,1306,820,1994
3613,104457,4292,1455,820,1995
3614,108793,4389,784,820,1996
3615,116285,4590,1309,820,1997
3616,121581,5214,1807,820,1998
3617,125353,4692,1278,820,1999
3618,130690,5759,1074,820,2000
3619,136518,5748,1301,820,2001
3620,138976,6395,1810,820,2002
3621,142708,4731,1985,820,2003
3622,147053,5035,1963,820,2004
3623,153140,6621,1796,820,2005
3624,161855,8068,1643,820,2006
3625,170934,9664,1866,820,2007
3626,170623,6940,2044,820,2008
3627,161612,4856,1702,820,2009
3628,163141,5426,1762,820,2010
3629,168977,4785,1850,820,2011
3630,171921,5435,1530,820,2012
3631,174884,5914,1282,820,2013
3632,174872,6509,1462,820,2014
3633,175880,7237,1868,820,2015
3634,179269,6855,1689,820,2016
3635,188697,6619,1582,820,2017
3636,191148,7613,1701,820,2018
3637,201850,7057,1984,820,2019
3638,205610,11413,2953,820,2020
3639,220060,20103,2004,820,2021
3640,68250,2876,4894,825,1987
3641,69206,3388,5369,825,1988
3642,69620,3520,5130,825,1989
3643,74476,4149,5350,825,1990
3644,77665,3794,4959,825,1991
3645,77059,4138,4184,825,1992
3646,74149,3984,3667,825,1993
3647,83039,2846,2618,825,1994
3648,86949,4123,1267,825,1995
3649,91113,3605,2106,825,1996
3650,101398,3527,1155,825,1997
3651,106808,3965,702,825,1998
3652,112689,3601,1287,825,1999
3653,111325,4682,1452,825,2000
3654,112073,6313,2115,825,2001
3655,118894,5054,2431,825,2002
3656,112739,4513,2877,825,2003
3657,120611,6711,2229,825,2004
3658,125865,5044,2411,825,2005
3659,139444,6411,1916,825,2006
3660,144528,6935,2326,825,2007
3661,132815,7966,1976,825,2008
3662,128691,5784,1503,825,2009
3663,136222,5415,1871,825,2010
3664,137060,6488,1984,825,2011
3665,140584,5130,1991,825,2012
3666,144710,5592,1958,825,2013
3667,143097,4258,2730,825,2014
3668,140841,6469,2652,825,2015
3669,146806,5782,2622,825,2016
3670,150905,6788,2655,825,2017
3671,145203,6741,3180,825,2018
3672,156131,5579,2997,825,2019
3673,163114,3990,4097,825,2020
3674,176993,9650,3822,825,2021
3675,87160,4513,4378,840,1987
3676,91442,4953,3482,840,1988
3677,94219,4802,4328,840,1989
3678,95403,5102,5159,840,1990
3679,97410,4606,3243,840,1991
3680,100139,4812,2576,840,1992
3681,100676,4811,3078,840,1993
3682,110966,4719,1172,840,1994
3683,117226,4258,1295,840,1995
3684,123410,4520,711,840,1996
3685,131159,5794,1380,840,1997
3686,138824,5375,1767,840,1998
3687,144721,5347,1304,840,1999
3688,152665,7398,858,840,2000
3689,160431,7703,1072,840,2001
3690,162057,6632,1714,840,2002
3691,163522,5464,1809,840,2003
3692,170684,5897,1795,840,2004
3693,178631,6885,1423,840,2005
3694,189743,8679,2014,840,2006
3695,197047,10987,1677,840,2007
3696,196407,11106,2165,840,2008
3697,194063,6526,1711,840,2009
3698,197415,5985,1914,840,2010
3699,204373,8590,2018,840,2011
3700,212235,6684,1446,840,2012
3701,217297,7591,1374,840,2013
3702,218612,8132,1314,840,2014
3703,221759,9420,1575,840,2015
3704,226546,8891,1565,840,2016
3705,236496,8696,1602,840,2017
3706,243590,9456,1689,840,2018
3707,250997,13872,1640,840,2019
3708,263625,13536,2482,840,2020
3709,277041,12789,1916,840,2021
3710,79379,4461,4947,846,1987
3711,83293,4767,4927,846,1988
3712,86078,4792,5345,846,1989
3713,88223,5250,4734,846,1990
3714,89716,4978,2793,846,1991
3715,91426,5067,2447,846,1992
3716,91646,5178,3118,846,1993
3717,100753,4681,1381,846,1994
3718,106690,4125,1006,846,1995
3719,111753,5094,543,846,1996
3720,119334,5887,1258,846,1997
3721,124636,6136,1642,846,1998
3722,129463,5188,1018,846,1999
3723,135975,6486,826,846,2000
3724,142111,6716,1126,846,2001
3725,143611,6067,1723,846,2002
3726,146941,5607,1721,846,2003
3727,151445,6658,1750,846,2004
3728,157918,6967,1730,846,2005
3729,168640,7466,1867,846,2006
3730,175706,11575,1945,846,2007
3731,178380,9500,1910,846,2008
3732,171487,6331,1581,846,2009
3733,175177,6737,1835,846,2010
3734,178097,6195,1757,846,2011
3735,180808,8347,1333,846,2012
3736,181437,7040,1271,846,2013
3737,184439,7395,1422,846,2014
3738,186224,8546,1587,846,2015
3739,191214,7625,1565,846,2016
3740,197322,8314,1523,846,2017
3741,202624,7594,1593,846,2018
3742,209712,10950,1668,846,2019
3743,217705,14500,2504,846,2020
3744,229425,13331,1863,846,2021
3745,79508,3972,3819,849,1987
3746,82597,4332,4434,849,1988
3747,85244,4622,4821,849,1989
3748,87809,4950,4774,849,1990
3749,89402,4760,2525,849,1991
3750,91736,4998,2336,849,1992
3751,92922,4777,2344,849,1993
3752,100474,3764,1609,849,1994
3753,106660,4290,1405,849,1995
3754,114034,4610,740,849,1996
3755,120769,4852,1294,849,1997
3756,129106,6200,1621,849,1998
3757,133194,5456,1145,849,1999
3758,139582,7380,1062,849,2000
3759,144996,6656,1402,849,2001
3760,147149,6406,1935,849,2002
3761,148209,5206,2116,849,2003
3762,149469,6119,2033,849,2004
3763,156028,8125,1721,849,2005
3764,166183,9303,1967,849,2006
3765,171685,11019,1896,849,2007
3766,173789,7938,1909,849,2008
3767,167978,5628,1716,849,2009
3768,170803,6290,1864,849,2010
3769,174779,5983,2038,849,2011
3770,178818,6356,1274,849,2012
3771,182406,6939,1159,849,2013
3772,179151,7840,1283,849,2014
3773,180701,8678,1669,849,2015
3774,180672,9920,1489,849,2016
3775,186311,7576,1637,849,2017
3776,190479,9484,1752,849,2018
3777,198796,8741,1806,849,2019
3778,206872,14128,2622,849,2020
3779,223975,11193,2059,849,2021
3780,86420,3555,5761,851,1987
3781,89948,3870,5447,851,1988
3782,92422,3957,6234,851,1989
3783,94142,4320,6560,851,1990
3784,95452,4242,3445,851,1991
3785,97828,4297,3102,851,1992
3786,97721,4314,3603,851,1993
3787,104478,4026,1292,851,1994
3788,110308,4870,1293,851,1995
3789,115559,4722,937,851,1996
3790,121907,4977,1958,851,1997
3791,128651,5220,2171,851,1998
3792,133828,5475,1812,851,1999
3793,139466,8394,1233,851,2000
3794,145018,6991,1531,851,2001
3795,148342,5614,2139,851,2002
3796,150268,5340,2158,851,2003
3797,154181,5743,2015,851,2004
3798,159282,7081,1802,851,2005
3799,167276,8271,1908,851,2006
3800,175299,12126,1773,851,2007
3801,182483,8158,2189,851,2008
3802,178466,5629,1860,851,2009
3803,181703,6069,1954,851,2010
3804,182440,6607,2010,851,2011
3805,185464,6984,1373,851,2012
3806,186430,7836,1174,851,2013
3807,187969,7729,1495,851,2014
3808,191998,9855,1601,851,2015
3809,195878,9084,1604,851,2016
3810,202562,9891,1600,851,2017
3811,207909,10202,1667,851,2018
3812,213611,10573,1740,851,2019
3813,222845,13444,2413,851,2020
3814,236134,13507,1969,851,2021
3815,81161,4162,5030,860,1987
3816,84874,4314,5158,860,1988
3817,86757,4169,5445,860,1989
3818,88096,4429,6530,860,1990
3819,90919,4269,3306,860,1991
3820,93597,4228,3010,860,1992
3821,93230,4452,3448,860,1993
3822,100600,3878,1602,860,1994
3823,105357,3708,1599,860,1995
3824,111478,3637,1132,860,1996
3825,117996,4206,1844,860,1997
3826,121687,4401,2194,860,1998
3827,125103,4514,1960,860,1999
3828,130258,5000,1705,860,2000
3829,137852,6592,1968,860,2001
3830,141748,5120,2652,860,2002
3831,141036,5059,2794,860,2003
3832,147664,5284,2603,860,2004
3833,151590,6427,2334,860,2005
3834,159852,8075,2730,860,2006
3835,165906,9065,2265,860,2007
3836,169021,7054,2829,860,2008
3837,161312,5499,2233,860,2009
3838,166214,5525,2338,860,2010
3839,169781,7765,2527,860,2011
3840,175100,6330,1451,860,2012
3841,178057,7973,1354,860,2013
3842,177885,9100,1531,860,2014
3843,181106,10124,1789,860,2015
3844,183894,9663,1779,860,2016
3845,194291,10955,1740,860,2017
3846,194342,10743,1827,860,2018
3847,200086,11293,1874,860,2019
3848,209511,11812,2807,860,2020
3849,218063,13063,2236,860,2021
